spotid	spotname	geo-coordinates
367479	39 Argyle	POINT(-73.9669120201 40.6486968179)
995958	Colin & Bailey HQ	POINT(-73.967839 40.678444)
214158	Grand Army Plaza	POINT(-73.969874382 40.6729488135)
1302731	Status	POINT(-73.96630595 40.68141055)
1277166	Seneca Garden II	POINT(-73.9018964767 40.7048715452)
7413094	Food Truck Rally	POINT(-73.970044117 40.672521833)
912339	The Amber Show Sing-a-long	POINT(-73.9701463667 40.67222685)
7119926	house of secrets 	POINT(-73.9195979333 40.7062064167)
1158060	Ebs House	POINT(-73.9644764 40.6843649167)
549079	C Town Supermarket	POINT(-73.9590597153 40.6905960669)
718165	Green Fitness Studio	POINT(-73.9343589578 40.7040192862)
7206982	The Morgan	POINT(-73.9332194 40.7043633)
101304	Brooklyn (Clinton Hill)	POINT(-73.9553188667 40.6940200333)
72100	Café Orwell	POINT(-73.9341624399 40.7041394852)
773441	Biton Salon	POINT(-73.9683534167 40.6781084333)
7289534	Hana Natural 	POINT(-73.922550911 40.706197029)
2687986	Arch Collective	POINT(-73.92296425 40.70617215)
7355306	Olde Brooklyn Bagel Shoppe	POINT(-73.968458176 40.677969278)
312464	Wyckoff Starr	POINT(-73.9224892474 40.7062225534)
348522	India Place	POINT(-73.9688102156 40.6771749385)
572342	US Post Office	POINT(-73.9416897297 40.7017320158)
7310912	Martin Greenfield Clothiers	POINT(-73.933997154 40.704261545)
5942642	Eton on Vanderbilt	POINT(-73.968501 40.678003)
524111	The Usual	POINT(-73.9685610116 40.6778925001)
561072	Maya Taqueria	POINT(-73.9684931973 40.6780768971)
732823	Hing Ling Chinese	POINT(-73.9690337167 40.6768166833)
55744	Soda Bar	POINT(-73.9684449494 40.6782245123)
6896500	Cafe 232	POINT(-73.959503099 40.690611997)
786138	Unfinished	POINT(-73.93071067 40.70511108)
7375439	Ample Hills Creamery	POINT(-73.9683174491 40.6786290615)
588910	Namaskar	POINT(-73.9688283289 40.6776376292)
1345470	Pequeña	POINT(-73.9679741849 40.6794691144)
1169882	Branded Saloon	POINT(-73.9680933952 40.6792385733)
7300589	Ice Cream House	POINT(-73.9558590086 40.693898303)
818253	1 of a Find	POINT(-73.9686845712 40.6779925648)
810037	Dominican Barbershop	POINT(-73.938484 40.703071)
1391935	T-Mobile	POINT(-73.94244496 40.70162066)
1388214	Pieces	POINT(-73.96900085 40.677423867)
6192378	MTA Clinton Washington Avs [C]	POINT(-73.9658763264 40.6832635922)
1158760	Hot Bird	POINT(-73.9667753868 40.6818281165)
167064	Weather Up	POINT(-73.9678496318 40.6799041103)
954637	Wine Exchange	POINT(-73.9680961 40.6794230667)
256452	39 Argyle Road	POINT(-73.9675569534 40.6484676196)
90458	Northeast Kingdom	POINT(-73.9228309061 40.7064243002)
90473	Tortilleria Mexicana Los Hermanos	POINT(-73.9218795556 40.706516936)
6994787	Mitchell's Fish & Chip	POINT(-73.968449698 40.678749483)
1320270	McDonald's	POINT(-73.9670781792 40.6813826707)
970602	Amorina	POINT(-73.969034257 40.6774618564)
483099	Woodwork	POINT(-73.9677245914 40.680261722)
6716563	Urban Vintage	POINT(-73.962674442 40.687616522)
6736329	Julian's Estate	POINT(-73.95626985 40.69373635)
146060	Joyce Bakeshop	POINT(-73.9692775905 40.6769664355)
6971592	Chestnut Grocery	POINT(-73.955463761 40.694365772)
352161	Oriental Lumber	POINT(-73.9256449333 40.7061552333)
448468	C Town Grocery	POINT(-73.9672798667 40.6478178833)
6691747	Amorino	POINT(-73.9692051667 40.6771784)
7113530	Smart Station	POINT(-73.941872117 40.626947867)
4115466	BDC	POINT(-73.86042302 40.66001778)
194407	Umi Nom	POINT(-73.9600269774 40.6904751296)
884979	Plan B	POINT(-73.9691019058 40.6774648072)
763569	Atlantis Super Wash Center	POINT(-73.9559902 40.6940052667)
1300800	Mezcals	POINT(-73.92351025 40.70643818)
368895	Milk Bar	POINT(-73.9689808862 40.6777926143)
6528229	Swallow	POINT(-73.93240457 40.70495891)
475790	Cornelius	POINT(-73.9675174474 40.6807890407)
884445	Unnameable Books	POINT(-73.9687585831 40.6783679692)
7448649	Ace Corner Hardware, Inc. 	POINT(-73.947953383 40.629689525)
6935523	Brooklyn College--Library	POINT(-73.951078447 40.63146539)
3596864	Canarsie Pier	POINT(-73.884794424 40.629219995)
1187135	180 Noll	POINT(-73.92343187 40.7065106)
1169732	Le Grand Dakar	POINT(-73.9625546337 40.6879399211)
552231	902 Bedford	POINT(-73.9560212 40.6940760333)
935186	Tony's Pizza Spot	POINT(-73.9601673641 40.6904636563)
994029	Beast	POINT(-73.968391791 40.6793475757)
197150	The Vanderbilt	POINT(-73.9682973663 40.6795421311)
607237	Taaffe Lofts	POINT(-73.9589143037 40.6917092635)
196885	Le Gamin	POINT(-73.9680622168 40.6800574365)
1345527	Casterbridge	POINT(-73.968345217 40.679531267)
1153642	NYC Love Street Coffee	POINT(-73.9709043503 40.6728267553)
1315556	Bartlett Park	POINT(-73.94497052 40.7008431)
945689	88th Precinct	POINT(-73.9607222167 40.6900776667)
6130514	Cafe Madeline	POINT(-73.96334406 40.641717191)
635814	Brooklyn Bike & Board	POINT(-73.9682114124 40.6799138939)
7123344	Brooklyn College--Boylan Hall	POINT(-73.95146965 40.63152552)
6739188	Dunkin' Donuts / Baskin Robbins	POINT(-73.94731535 40.629163783)
1204152	Our Lady Of Refuge	POINT(-73.95812875 40.6363596167)
6460051	Hanson Dry	POINT(-73.9662302712 40.683451403)
6913240	Bush Gardens	POINT(-73.934305379 40.70473613)
872957	Zaytoons	POINT(-73.9688437667 40.6788650333)
7035764	Beverly Road	POINT(-73.964759965 40.643331259)
766142	Lush Life NY	POINT(-73.9693981051 40.6776723019)
916759	Still Hip	POINT(-73.9626431465 40.6882124555)
1172592	House Of Jagger	POINT(-73.92006444 40.70698761)
916773	The 3 Luigis	POINT(-73.9626659453 40.6882327938)
957290	Don Pedros	POINT(-73.94339275 40.70170682)
134516	233 Park Place	POINT(-73.9697510004 40.6769684697)
122184	Roberta's	POINT(-73.9337215505 40.7049573511)
2108850	Momo Sushi Snack	POINT(-73.9333726245 40.7051310662)
1331436	Witness HQ	POINT(-73.96876436 40.67947286)
5140099	Dajeh Restaurant	POINT(-73.9664666355 40.6834998942)
6371195	Rach And Sadie's Place	POINT(-73.9683136167 40.6804090167)
7251230	Xia's Laundromat	POINT(-73.952262 40.697222)
1753803	Duane Reade	POINT(-73.963667531 40.641609739)
5546639	Grattan House #2	POINT(-73.929351183 40.7060807)
127944	PS 152	POINT(-73.95428013 40.63299065)
1932110	Morgan Stop (L) Bogart Exit	POINT(-73.9334607 40.705204)
1931989	Eastern District	POINT(-73.9334607 40.705204)
6413409	Pediatric Associates	POINT(-73.970323943 40.676114451)
810393	La Huasteca Cocina Mexicana	POINT(-73.9679018508 40.6476027722)
6995969	Gary's Kitchen	POINT(-73.96480342 40.642894927)
7105276	AWS & HM & CH Fabrication	POINT(-73.922410011 40.707075634)
569230	Enobrev Labs	POINT(-73.9422369003 40.7024640437)
376984	Big Tree	POINT(-73.9332978833 40.7053183833)
15216	Choice Market	POINT(-73.9629448821 40.6883902407)
6361855	P.S. 270	POINT(-73.961264183 40.6902227)
5177469	Pine Box Rock Shop	POINT(-73.932988676 40.705431028)
6726889	Tamanda	POINT(-73.900021315 40.705705059)
6927259	Ridgewood YMCA	POINT(-73.894167358 40.70414998)
808541	Brazil	POINT(-73.9254721667 40.70685075)
955558	Pioneer Supermarket	POINT(-73.9628567833 40.6886308167)
893698	Olive Valley	POINT(-73.9333399344 40.7054026593)
6773709	Antica Trattoria	POINT(-73.896271478 40.704864867)
86755	Kings County	POINT(-73.9333080667 40.7054749667)
396248	Autour du Monde	POINT(-73.966913657 40.68347754)
378027	Ad Hoc Art	POINT(-73.9332449476 40.7055021505)
4201793	Grattan House	POINT(-73.9295391 40.706320083)
121744	Archive Café	POINT(-73.9333557601 40.7055036235)
265758	Olivino Wine Shop	POINT(-73.9671868167 40.68323875)
6138059	MTA Grand Army Plaza [3]	POINT(-73.971039 40.675298)
376965	Brooklyn Natural	POINT(-73.9334204573 40.705556492)
152867	Ray's house	POINT(-73.9629222443 40.6889742106)
364321	Yafa Deli	POINT(-73.9670820815 40.6836468159)
569326	Prospect Park Tennis Center	POINT(-73.9702498913 40.6512108066)
371488	Classon Lofts	POINT(-73.9604598284 40.6915437932)
644451	Top Café Tibet	POINT(-73.9641451836 40.6412305999)
1040647	Plandome Dwelling	POINT(-73.96932195 40.6490296667)
1573937	7-11	POINT(-73.8962112 40.70513991)
2835866	Holland Cafe	POINT(-73.967165561 40.683712517)
135714	Brooklyn College	POINT(-73.9525365829 40.631118624)
834571	Cortelyou Road Station	POINT(-73.9641002833 40.6410488667)
683447	Morgan (L Train)	POINT(-73.93538117 40.70527344)
1425486	Flatbush Food Co-op	POINT(-73.964453167 40.641452117)
7188036	Ryerson Smiles	POINT(-73.963396485 40.688753324)
6486235	Chase - Grand Army Plaza	POINT(-73.971336336 40.675549705)
1029109	Christie's Jamaican Patties	POINT(-73.9712604705 40.675822793)
684458	Morgan Ave	POINT(-73.9334604 40.7058794333)
942785	Brooklyn Hospital	POINT(-73.9654153833 40.6866045167)
196064	Bar Olivino	POINT(-73.9675330833 40.68367485)
7481568	Interfaith Medical	POINT(-73.9612734 40.6913758)
6701830	McDonald's	POINT(-73.8618882 40.679456595)
6516244	Justice Gilbert Ramirez Park	POINT(-73.936207283 40.705343483)
1438913	SinglePlatform	POINT(-73.965196755 40.687113404)
694649	Bank of America	POINT(-73.9426982403 40.7031553959)
725473	wicked smart taz	POINT(-73.9362317 40.7053727333)
862072	newmindspace nyc	POINT(-73.9363609833 40.7053638333)
896901	Convent Of Sisters Of Mercy	POINT(-73.9602930167 40.6924270167)
1529824	Corato Pizza II	POINT(-73.8969612122 40.705823135)
7583153	Flushing Ave Station - G	POINT(-73.9501043261 40.6998016059)
6132795	Catskill Bagels	POINT(-73.964747 40.640968)
1543419	San Remo Italian Kitchen & Pizzeria	POINT(-73.964853366 40.641058959)
1056300	Bommer Building	POINT(-73.9608332 40.6921656667)
792500	PS 11 Playground	POINT(-73.9657495626 40.6868180083)
2232481	Jen n' Outlaws	POINT(-73.933534 40.706277767)
134751	Prospect Perk Café	POINT(-73.9716422824 40.676417218)
6682485	1818 Newkirk Avenue Owners Corp	POINT(-73.960561011 40.636433629)
658722	Haru Sushi	POINT(-73.9717537213 40.6765011074)
942006	Lauren's Lair/Fort Funzee	POINT(-73.9343475491 40.7062551474)
6702716	Kumo Sushi	POINT(-73.9649938835 40.6407885605)
1014965	Pratt Institute - ARC Gym	POINT(-73.9622051833 40.691187)
1129190	79 Jefferson Street	POINT(-73.9449790488 40.7026881916)
1349274	Gary's Loft	POINT(-73.950872593 40.699752041)
6540382	Radio Shack	POINT(-73.94269585 40.70370143)
833826	Food Bazaar	POINT(-73.9445382357 40.7029616833)
7068877	Grand  Golden Lion Restaurant	POINT(-73.93541 40.70611)
7282863	Lindsey Fields 	POINT(-73.9354166667 40.7061111111)
771333	Submarine Rich	POINT(-73.9252988333 40.7080817833)
173851	Emmanuel Baptist Church	POINT(-73.9650906333 40.68826435)
1132846	Parkside Diner	POINT(-73.9719772339 40.6767406414)
706518	Brooklyn Fireproof	POINT(-73.9288555333 40.7076160167)
965663	Studio Sand Stages	POINT(-73.9245515667 40.7082436)
1101971	Mohawk Apartments	POINT(-73.9657066678 40.6876211163)
173681	Brooklyn Library	POINT(-73.9657089821 40.6876411764)
841528	G Clinton-Washington Station	POINT(-73.9657139726 40.6876366937)
259976	Selma Karaca Studios	POINT(-73.9374801833 40.7056312167)
6695343	Nut Roaster Studios	POINT(-73.929213566 40.707608178)
6186715	P.S. K753	POINT(-73.9692342245 40.6826944484)
142009	Key Foods	POINT(-73.9721351241 40.6766967396)
900311	The Speakeasy	POINT(-73.9666921809 40.686498009)
2815945	Kings Pharmacy	POINT(-73.972142185 40.67677536)
308211	Summer Day Spa	POINT(-73.9721167088 40.6769115127)
308224	Wing Wagon	POINT(-73.9721488953 40.6769196494)
7006349	Starr Playground	POINT(-73.917753696 40.708848612)
794371	The Bodega	POINT(-73.9222334358 40.7086229315)
411478	Sharlene's	POINT(-73.9721381665 40.6770198326)
1543470	John's Bakery & Cafe	POINT(-73.965373257 40.6406153418)
2831896	Unfinished.com	POINT(-73.9264343175 40.70821419)
872541	the lair of dbds	POINT(-73.9516589 40.69975515)
232671	Purple Yam	POINT(-73.9656398513 40.6407299296)
319103	El Gran Castillo de Jagua	POINT(-73.9722716063 40.6772186731)
400132	Chance 11	POINT(-73.97091662 40.68034803)
73833	James	POINT(-73.9716006699 40.6790552215)
7412857	Brooklyn	POINT(-73.857551 40.670263)
635271	Lindenwood Diner	POINT(-73.85743265 40.66971375)
927075	Living Bread	POINT(-73.9320645977 40.7075229763)
793768	Fresh Pond Road M Train	POINT(-73.895565 40.70648445)
5087956	Picket Fence	POINT(-73.9657947292 40.6404311351)
3644448	Club Acela NYP	POINT(-73.802171 40.664668)
1150321	National Car Rental JFK	POINT(-73.8027634333 40.6616319833)
725838	Hilton Garden Inn	POINT(-73.8067532269 40.6652345386)
129854	Avis JFK	POINT(-73.8039414833 40.6611815667)
1161025	Doubletree JFK	POINT(-73.7986501518 40.6666130797)
6938011	Federal Station Hotel Shuttle Pickup	POINT(-73.803677703 40.660656681)
2178327	Dollar Rent A Car	POINT(-73.803267035 40.660605725)
1150387	Sheraton JFK	POINT(-73.8066433 40.66764163)
6764449	Federal Circle Station	POINT(-73.803313712 40.65972991)
357686	Federal Circle AirTrain Station	POINT(-73.8035237789 40.6597082726)
960204	Budget JFK	POINT(-73.805400849 40.6600775363)
910361	Avistar	POINT(-73.8097121833 40.66627905)
7164226	Up In The Air On American Airlines	POINT(-73.8002355 40.6590935)
7508924	JFK Terminal 5	POINT(-73.8008561 40.6589144)
561796	Le Bistro Cafe Bar	POINT(-73.7957785147 40.6673816524)
561676	Hampton Inn	POINT(-73.7951636549 40.6674045773)
586682	Courtyard Marriott	POINT(-73.7940471833 40.6672691833)
954790	KFC Aruba	POINT(-73.79341262 40.66616529)
7088030	Gate 44 American Airlines	POINT(-73.801798 40.656647)
6620970	Bombardier JFK AirTrain Facility	POINT(-73.81414186 40.66277384)
1068326	Cell Phone Lot at JFK	POINT(-73.8086865833 40.6560017333)
1538582	American Airlines Flagship Lounge at JFK Terminal 8	POINT(-73.793783 40.657564)
7526672	Jetblue Terminal 6	POINT(-73.791999717 40.656081982)
697729	International JFK Airport Hotel	POINT(-73.80058902 40.67673468)
934700	McDonald's	POINT(-73.79289561 40.65445876)
357793	Middleton Mansion (Crashpad)	POINT(-73.8192964667 40.6685464667)
950862	Comfort Inn JFK Airport	POINT(-73.78488085 40.6652502333)
942650	Days Inn	POINT(-73.7847939089 40.6658096348)
5059558	Best Western Kennedy Airport	POINT(-73.784386504 40.665641362)
4264233	M.S. 226	POINT(-73.81924331 40.67081809)
321749	Holiday Inn Express	POINT(-73.7843651056 40.666761723)
421229	Pizza Port	POINT(-73.8209648167 40.6698111667)
763244	Lefferts Playground	POINT(-73.8222078167 40.6657948333)
629033	Shun Foo	POINT(-73.8208736167 40.6702355)
421333	Foodtown	POINT(-73.8213329833 40.6694438333)
873632	Don Peppe	POINT(-73.8216045499 40.668939087)
656493	Wash' N Smile	POINT(-73.82104325 40.6701834333)
643554	Panocchio's Deli	POINT(-73.8210384667 40.6703486833)
700190	Revolucion	POINT(-73.7879282 40.6542596)
7604687	JFK Employee Parking Lot	POINT(-73.822609864 40.662684188)
421686	New York Sports Grill	POINT(-73.7877196151 40.6541365462)
152615	5ive Steak	POINT(-73.787703433 40.6541318869)
298458	La Vie	POINT(-73.7876774766 40.6541115932)
763220	Welcome To JFK Sign	POINT(-73.82315725 40.6634676833)
7604979	SoHo Bistro JFK Airport	POINT(-73.792058915 40.650575883)
852658	Brooklyn National Deli	POINT(-73.7870846551 40.6535818233)
7154293	NYC Airporter - JFK Terminal 8	POINT(-73.7941123304 40.6496937297)
440607	Soho Bistro	POINT(-73.787022348 40.6535415649)
2422607	Starbucks	POINT(-73.7913680077 40.650779393)
1592292	au bon pain	POINT(-73.794832679 40.649090838)
7540580	General Aviation Terminal JFK	POINT(-73.8059137854 40.6479721362)
357695	MTA Lefferts Blvd [AirTrain]	POINT(-73.8245683909 40.661759223)
4336923	Burger King	POINT(-73.7808698416 40.6679266691)
661338	JFK Long-Term Parking	POINT(-73.824847 40.6614867667)
1315477	Peets Coffee 	POINT(-73.78646957 40.65229636)
1277700	Cibo Express	POINT(-73.79264718 40.64888179)
34251	Terminal 8 at JFK	POINT(-73.7925696373 40.6488990482)
702058	Not Sure Of The Name Ha!	POINT(-73.8197954 40.6760447)
403401	Fairfield Inn	POINT(-73.7798822656 40.6668166383)
972933	Courtyard Marriott	POINT(-73.7795740399 40.6666356629)
5044522	Admirals Club	POINT(-73.79220956 40.64827537)
1079091	Breeze Haven	POINT(-73.79252737 40.64810311)
498743	Hudson News 	POINT(-73.79193454 40.64817088)
6373697	American Airlines Flagship Lounge	POINT(-73.791562304 40.648193706)
310571	La Quinta	POINT(-73.807018602 40.6831587321)
2422767	McDonald's	POINT(-73.7912499905 40.6475640526)
6701744	Famiglia Pizzeria 	POINT(-73.788983 40.64757)
2420159	Jet Airways Check-in Counters	POINT(-73.789982327 40.64676737)
608747	American Airlines First & Business Class Check-In	POINT(-73.7890442021 40.6471506794)
418545	Terminal 8 Airtrain Stop	POINT(-73.7889855333 40.6467596333)
1208091	Finnair Check In Terminal 8 Lane 5	POINT(-73.7892662403 40.6466346217)
477813	MTA Howard Beach [AirTrain]	POINT(-73.8296228953 40.6610017937)
1492554	Up In The Air On United Airlines	POINT(-73.782839972 40.650162596)
589398	Is 72	POINT(-73.77857208 40.67435532)
1101164	Concord Lounge	POINT(-73.7838311333 40.6492687667)
1255715	Balducci’s	POINT(-73.78278655 40.649982017)
340193	Vino Volo	POINT(-73.7919178178 40.6451214569)
722624	Bobby Vans Steakhouse	POINT(-73.7908394083 40.6452069269)
6689188	Wolfgang Puck Express	POINT(-73.78275626 40.64946973)
6190962	MTA Howard Beach - JFK [A]	POINT(-73.830334708 40.6604052659)
819050	United Airlines Red Carpet Club - JFK	POINT(-73.7820532333 40.6499478167)
161579	Terminal 7 at JFK	POINT(-73.78384232 40.64855581)
7427941	Duty Free Americas	POINT(-73.782938655 40.649126452)
611928	Starbucks	POINT(-73.78289431 40.64915901)
7051150	Sammy's Beach Bar & Grill	POINT(-73.78274405 40.64919519)
7578819	Stadium	POINT(-73.7893861 40.6454082)
7298056	JFK Airtran--to Terminals	POINT(-73.785061 40.647534)
5984945	British Airways First Class Lounge	POINT(-73.782625143 40.649010557)
6389251	The Home Depot	POINT(-73.8267327667 40.6762894167)
1079323	Neighborhood Pizza	POINT(-73.8308980194 40.6605859063)
6446665	Bobby Van's Grill	POINT(-73.782919 40.64872)
7176099	KLM Flight 642	POINT(-73.78865611 40.6452043)
7089040	Beefy's 	POINT(-73.81108701 40.68553817)
5305065	Xpress Spa	POINT(-73.789344 40.644767)
7034860	Terminal 4 - Virgin America Check In	POINT(-73.789178 40.644724)
6905902	Kevin Hiralall's Crib	POINT(-73.81732046 40.6838451)
418536	Terminal 7 Airtrain Stop	POINT(-73.78248 40.6481397333)
7192372	United 84	POINT(-73.780821562 40.649354894)
1582755	The Door	POINT(-73.7793971164 40.6783662696)
6642087	Air France Business Lounge	POINT(-73.791098352 40.643747802)
265025	Balducci's	POINT(-73.7839355374 40.6468933369)
555219	Stone Rose	POINT(-73.78792405 40.64478278)
418825	Terminal 1 Airtrain Stop	POINT(-73.7896155333 40.6438994667)
7185251	JFK KAL First Lounge	POINT(-73.791006757 40.643367151)
7127287	KAL Prestige Lounge	POINT(-73.7906953 40.6434443333)
6989466	XpresSpA	POINT(-73.79107302 40.64331662)
7446304	Terminal 1 SAUDI AIR LINES	POINT(-73.79046503 40.64337145)
123177	Port Royal Jamaican Restaurant	POINT(-73.7940540667 40.6866052333)
1035904	The Palms at JFK Terminal 4	POINT(-73.7853088653 40.6454330434)
942628	Virgin Clubhouse	POINT(-73.785307629 40.6454327055)
242634	Bar Avion	POINT(-73.7852872295 40.6454381031)
444911	US Immigration JFK	POINT(-73.7853066 40.6454275)
1198833	Panda Express at JFK	POINT(-73.7853079675 40.6454256748)
1202236	Panopolis	POINT(-73.785304012 40.645424438)
261102	Sea Food Bar At JFK Airport	POINT(-73.7851467144 40.6454911634)
7416817	Greenwich Village Bistro	POINT(-73.790317062 40.643265322)
826037	Lufthansa Lounge	POINT(-73.7913175166 40.6429358814)
243049	Buffalo Wild Wings	POINT(-73.7851326298 40.6454343501)
6403091	JFK Sakura Lounge	POINT(-73.790975114 40.642976602)
149017	British Airways Terraces Lounge Terminal 7	POINT(-73.781738851 40.6474990028)
6543747	JFK Terminal 8	POINT(-73.782347 40.647075)
1400715	jetBlue Crew Lounge	POINT(-73.7858333333 40.645)
7541966	API Baggage Storage	POINT(-73.79140818 40.64264523)
6729300	Gate B25	POINT(-73.78575158 40.64486849)
60201	Terminal 1 at JFK	POINT(-73.7897526868 40.6431545593)
826630	Delta Lounge	POINT(-73.7835806001 40.6458445953)
6443796	PAR CDG	POINT(-73.792112674 40.641984183)
5907274	Panini Express	POINT(-73.792094585 40.641946485)
88078	Aqueduct Flea Market	POINT(-73.8295881833 40.6771006167)
429686	MTA Aqueduct - N Conduit Av [A]	POINT(-73.8340258598 40.6682372074)
7628891	Crash Pad	POINT(-73.830871223 40.653239913)
24935	Starbucks Coffee	POINT(-73.789604187 40.6424484253)
88083	Aqueduct Race Track	POINT(-73.832198645 40.6736981515)
941561	Martini Bar at JFK Terminal 1	POINT(-73.7896085124 40.642261897)
3793743	Skytrain	POINT(-73.779863233 40.646793233)
6436002	Admiral's Club JFK	POINT(-73.781473 40.645554)
6361676	JFK International Arrivals	POINT(-73.782545405 40.644801234)
6361702	Starbucks - Terminal 4	POINT(-73.782481786 40.644761253)
421898	Brewhouse, Gate 25	POINT(-73.78364229 40.64397561)
6361655	JFK Terminal 4	POINT(-73.781883717 40.644983528)
1084764	New York Sports Grill	POINT(-73.7780100531 40.6475996494)
7444493	Terminal 2, Gate 27	POINT(-73.790251684 40.641074528)
358116	Wendy's 	POINT(-73.78947955 40.6413130667)
566210	Piquillo	POINT(-73.7781330545 40.6474299906)
755211	Kids Works	POINT(-73.7899863 40.6411083)
185661	Terminal 2 at JFK	POINT(-73.7887501717 40.6415073957)
6524858	JFK Taxi Line	POINT(-73.781788705 40.644779931)
395718	Terminal 2/3 Airtrain Stop	POINT(-73.78717225 40.64208985)
789408	French Meadow Bakery	POINT(-73.7897908333 40.6411294333)
395754	Terminal 5 AirTrain Station	POINT(-73.7792004833 40.6464686167)
6631992	The Lounge	POINT(-73.782845889 40.644093567)
1563491	Swiss Air Lounge	POINT(-73.782791875 40.644075038)
1498142	Oasis Lounge	POINT(-73.782055378 40.644470667)
6685083	Swiss First Class Lounge @JFK	POINT(-73.782727974 40.644058106)
5680302	McDonald's	POINT(-73.782429576 40.644223242)
3417468	Air Europa Check-In	POINT(-73.782640063 40.644096059)
6843898	Swiss Lounge @ Terminal 4, JFK	POINT(-73.782726394 40.644032077)
755227	Legends Sports Bar	POINT(-73.7894668333 40.6410492333)
1032903	Ciao Gourmet Market	POINT(-73.78707849 40.64190763)
7110496	Samual Adams	POINT(-73.782344459 40.644182239)
632742	Bonfire	POINT(-73.7892314943 40.6410766151)
23261	JFK John F. Kennedy International	POINT(-73.7828063965 40.6438845363)
524107	Smoothie King	POINT(-73.7901317833 40.6407545833)
5306809	Peet's Coffee & Tea	POINT(-73.780429 40.645295)
419078	CNN Newsstand	POINT(-73.7895226333 40.6409184833)
634928	Dunkin' Donuts	POINT(-73.7779042478 40.6470524657)
418439	Jamba Juice - Terminal 5	POINT(-73.7786717377 40.6464099689)
470613	Horizon Cafe at JFK	POINT(-73.7796199322 40.6456184929)
6748424	Peet's Coffee	POINT(-73.7831588 40.64336335)
201965	Airtrain	POINT(-73.7811048333 40.64452575)
527446	Delta Sky Club	POINT(-73.7892339808 40.640720884)
7466869	Global Entry (JFK Enrollment Center)	POINT(-73.7825898624 40.6435011107)
419086	Hudson News	POINT(-73.78880845 40.6407634667)
395735	Terminal 4 Airtrain Station	POINT(-73.78540995 40.6420821333)
3793655	Skywalk	POINT(-73.77695935 40.64737403)
527685	Travel   Leisure Store	POINT(-73.7887791167 40.6406962)
6126233	Recharge Station	POINT(-73.7895870209 40.6404327702)
1044445	Terminal 19 at JFK	POINT(-73.782119751 40.6436565949)
418171	Cibo Express	POINT(-73.7788535094 40.6457266922)
6126169	Life is Good	POINT(-73.7895441055 40.6403350761)
6842053	Croque Madame	POINT(-73.789144467 40.640459925)
789090	JFK T5 Security Line 	POINT(-73.7789967482 40.6454945389)
1689617	Virgin America	POINT(-73.7822013436 40.6434485125)
1369990	Revive Bar Jet Blue Terminal 5	POINT(-73.778853439 40.645477683)
395289	Starbucks Coffee	POINT(-73.7902811667 40.6399736833)
395313	Balducci's 	POINT(-73.78999695 40.64004475)
7048046	JFK Tarmac	POINT(-73.790016174 40.639976863)
877856	JFK Terminal 5 Taxi Line	POINT(-73.7789881515 40.6452544466)
7447345	Delta Gate 11	POINT(-73.785681725 40.641523678)
360717	Awaycafe	POINT(-73.77858328 40.64550775)
6941364	Burger King	POINT(-73.78676546 40.641017786)
7260108	Delta, Gate 2	POINT(-73.786734257 40.641006476)
582204	Kenny Deli	POINT(-73.7682014167 40.6608459333)
132282	Terminal 4 at JFK	POINT(-73.782248497 40.6430053298)
1552763	Buffalo Wild Wings JFK	POINT(-73.7828410776 40.6426052882)
329456	Subway	POINT(-73.7680600827 40.6604946544)
166360	XpresSpa Terminal 5	POINT(-73.7781715393 40.6454801036)
615352	Cheeburger Cheeburger at JFK	POINT(-73.7779140472 40.6456103524)
648851	Ron Jon Surf Shop	POINT(-73.77680784 40.6462028)
661738	Boar's Head 	POINT(-73.7768073 40.64619129)
685750	Borders	POINT(-73.77681195 40.64618092)
3604882	JB Shuttle Stop - JFK T5	POINT(-73.776699848 40.646230438)
6910262	Da Barber	POINT(-73.816909787 40.689083333)
485452	Panda Express	POINT(-73.7834991 40.6418313167)
125688	Samuel Adams	POINT(-73.7869691849 40.6403025114)
1374872	Tigin	POINT(-73.777597 40.6453)
1191854	Stone Rose	POINT(-73.7862342596 40.6404769421)
958571	Broadway Bakery & Pizzeria	POINT(-73.8240420073 40.6861836747)
958598	Richie's Roti Shop	POINT(-73.8244342804 40.6859751999)
6565451	JFK - Terminal 4 - Hudson News	POINT(-73.7824923 40.6421156)
3793253	Terminal 6	POINT(-73.776707736 40.645862723)
458292	5iveSteak	POINT(-73.77659714 40.64584326)
830375	La Vie	POINT(-73.77658534 40.64583939)
528126	Horizon Cafe	POINT(-73.77653217 40.64587694)
401367	Jamba Juice	POINT(-73.77655935 40.64583253)
279999	DeepBlue 	POINT(-73.77643549 40.64590567)
187721	AeroNuova	POINT(-73.77626889 40.64600342)
958612	Dave West Indian Fish Market and Grocery	POINT(-73.8247350833 40.68604955)
128481	Terminal 3 at JFK	POINT(-73.7864112854 40.6401071227)
268299	MUJI To Go	POINT(-73.7764676765 40.6457591408)
7149076	5ivesteak	POINT(-73.77562767 40.6463382)
1400289	MTA Ozone Park - Lefferts Blvd [A]	POINT(-73.8250450608 40.6860014108)
4055287	Jet Blue Security Line	POINT(-73.776298476 40.645559618)
395096	Dunkin' Donuts	POINT(-73.7873357833 40.63947755)
577697	Mario's Pizza	POINT(-73.7675355667 40.6575262333)
7496736	JB Crew Lounge @ JFK	POINT(-73.775567863 40.646033423)
7352752	Ben & Jerry's	POINT(-73.77551549 40.64603781)
